slug,url,name,type,tags,cas_no,odour,solvent,synonyms,manufacturer
poivrol,https://pellwall.com/products/poivrol,Poivrol,liquid,"['aroma-chemicals', 'aromatic', 'dry', 'herbal', 'ingredients-for-perfumery', 'laurel-leaf', 'liquids', 'molecules', 'peppery', 'spicy', 'woody']",['68966-86-9'],,,"['4-Isopropyl-1-methyl-bicyclo[2.2.2.]oct-5-ene-2-carboxylic acid methyl ester;\xa04-methyl-1-propan-2-ylbicyclo[2.2.2]oct-2-ene-8-carboxylate', 'woody carboxylate']",Symrise
musk-blend,https://pellwall.com/products/musk-blend,Musk Blend,liquid,"['aroma-chemicals', 'blends-and-bases', 'fixatives', 'floral', 'halloween', 'ingredients-for-perfumery', 'liquids', 'musk', 'musks', 'pell-wall-specialities', 'rich', 'velvety']",[],,,[],
manzanate,https://pellwall.com/products/manzanate,Manzanate,liquid,"['apple', 'apple-skin', 'aroma-chemicals', 'cider', 'earthy', 'fresh', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'melon', 'molecules', 'natural', 'pineapple', 'strawberry', 'sweet', 'waxy']",['39255-32-8'],"['fruity-pineapple and apple', 'sweet', 'fresh']",,"['ethyl-2-methyl pentanoate', '2-methyl pentanoic acid ethyl ester']",Givaudan
birch-tar-rectified,https://pellwall.com/products/birch-tar-rectified,Birch Tar Rectified,liquid,"['essential-oils', 'incense', 'ingredients-for-perfumery', 'leather', 'liquids', 'natural-ingredients-for-perfumery', 'oily', 'phenolic', 'resinous', 'smoky', 'sweet', 'tar-like', 'vanilla', 'woody', 'zanos-collaboration']",['8001-88-5'],,,['Betula alba'],
cherry-accord,https://pellwall.com/products/cherry-accord,Cherry Accord,liquid,"['apple', 'apple-skin', 'aroma-chemicals', 'blends-and-bases', 'fresh', 'fruity', 'ingredients-for-perfumery', 'liquids', 'pell-wall-specialities', 'radiant', 'sweet']",[],,,[],Pellwall Limited
polysantol,https://pellwall.com/products/polysantol,Polysantol,liquid,"['ambery', 'aroma-chemicals', 'creamy', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'radiant', 'rich', 'sandalwood']",['107898-54-4'],"['sandalwood', 'rich', 'amber']",,"['3,3-Dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol;\xa0Aquisantol', 'Megasantol', 'Mysantol', 'Supersantol']",Firmenich
aldehyde-c10-decanal,https://pellwall.com/products/aldehyde-c10-decanal,Aldehyde C10 (Decanal),liquid,"['aldehydic', 'aroma-chemicals', 'floral', 'fresh', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'orange', 'sweet', 'waxy']",['112-31-2'],"['sweet', 'aldehydic', 'fresh', 'orange', 'waxy and floral']",,"['Decanal', 'Decyl aldehyde']",
cis-3-hexenol,https://pellwall.com/products/cis-3-hexenol,cis-3-Hexenol,liquid,"['apple', 'aroma-chemicals', 'foliage', 'fresh', 'fruity', 'grass', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'refreshing', 'sour']","['928-96-1', '95123-47-0']","['green', 'grassy', 'foliage']",,"['Leaf alcohol,\xa0(Z)-hex-3-en-1-ol,\xa0cis-3-hexen-1-ol']",
rose-givco-217,https://pellwall.com/products/rose-givco-217,Rose Givco 217,liquid,"['aroma-chemicals', 'blends-and-bases', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'natural', 'rich', 'rose', 'sweet', 'warm']",[],"['floral-rose', 'fresh', 'sweet']",,"['rose absolute', 'synthetic']",Givaudan
raspberry-ketone,https://pellwall.com/products/raspberry-ketone,Raspberry Ketone,solid,"['aroma-chemicals', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'jam', 'molecules', 'raspberry', 'solids', 'sweet', 'warm', 'woody']",['5471-51-2'],,,"['4-(4-hydroxyphenyl)butan-2-one', 'Frambinone']",
stemone,https://pellwall.com/products/stemone,Stemone,liquid,"['ambery', 'balsamic', 'cinnamic', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'resins-etc', 'spicy', 'sweet']",['22457-23-4'],"['green-leafy', 'galbanum', 'fig', 'fresh', 'natural']",,"['5-Methyl-3-heptanone oxime;\xa0greenone', 'heptoxime', 'leafy oxime', 'N-(5-methylheptan-3-ylidene)hydroxylamine', 'vertone']",Givaudan
cardamom-oil-albert-vieille-1,https://pellwall.com/products/cardamom-oil-albert-vieille-1,Cardamom Oil,liquid,"['aromatic', 'balsamic', 'camphoraceous', 'cineol', 'citrus', 'essential-oils', 'eucalyptus', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'medicinal', 'natural-ingredients-for-perfumery', 'persistent', 'spicy', 'sweet', 'warm', 'woody']",['8000-66-6'],,,['elettaria cardamomum l. seed oil'],
isobutyl-quinoline,https://pellwall.com/products/isobutyl-quinoline,IsoButyl Quinoline,liquid,"['ambery', 'aroma-chemicals', 'cardamom', 'earthy', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'molecules', 'mossy', 'nutty', 'oakmoss', 'radiant', 'rooty', 'sharp', 'spicy', 'vetiver', 'woody']",['65442-31-1'],,,"['6-sec-Butylquinoline', 'IBQ', 'iso-Butyl Quinoline', 'Pyralone']",
orange-sweet-brazil,https://pellwall.com/products/orange-sweet-brazil,"Orange, Sweet - Brazil",liquid,"['aldehydic', 'essential-oils', 'fresh', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'orange', 'peel', 'sharp', 'sweet']",['8008-57-9'],,,"['Citrus sinensis', 'orange oil sweet brazilian', 'orange EO brasil', 'citrus sinensis peel oil cold pressed\xa0Brazil;\xa0Sweet Orange Group']",
heliotropex,https://pellwall.com/products/heliotropex,Heliotropex N,liquid,"['almond', 'ambery', 'aroma-chemicals', 'balsamic', 'berry', 'floral', 'heliotrope', 'ingredients-for-perfumery', 'liquids', 'molecules', 'spicy', 'sweet', 'vanilla']",[],,,"['Heliotropine replacer', 'Piperonal replacer']",IFF
isobutavan,https://pellwall.com/products/isobutavan,Isobutavan,liquid,"['apricot', 'aroma-chemicals', 'buttery', 'chocolate', 'cocoa', 'cream-soda', 'creamy', 'fixatives', 'floral', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'powdery', 'sweet', 'vanilla', 'vanillin', 'warm']",['20665-85-4'],"['sweet', 'vanilla', 'creamy', 'chocolate', 'buttery']",DPG 50%,['4-Formyl-2-methoxyphenyl 2-methylpropanoate'],
almond-pyrazine,https://pellwall.com/products/almond-pyrazine,Almond Pyrazine,liquid,"['aroma-chemicals', 'green', 'hazelnut', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'nutty', 'peanut', 'roasted', 'smoky']",['2847-30-5'],,DPG to form a 0.1% solution of almond pyrazine,['2-methoxy-3-methylpyrazine'],
floralozone,https://pellwall.com/products/floralozone,Floralozone,liquid,"['airy', 'aroma-chemicals', 'clean', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'jasmine', 'liquids', 'marine', 'melon', 'molecules', 'neutral', 'ozone', 'plastic', 'radiant']",['67634-14-4'],,,"['Ethyl-alpha-dimethyl hydrocynamic aldehyde', 'Ozone Propanal', 'Florazon']",IFF
edenolide,https://pellwall.com/products/edenolide,Edenolide,liquid,"['ambery', 'animalic', 'apple', 'aroma-chemicals', 'fixatives', 'floral', 'fresh', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musk', 'musks', 'radiant', 'rich', 'spicy', 'woody']",['478695-70-4'],"['musk', 'rich', 'creamy', 'fresh-fruit', 'with top-note impact']",,"['propanedioic acid', '1-(3,3-dimethylcyclohexyl)ethyl ethyl ester']",IFF
magnolan,https://pellwall.com/products/magnolan,Magnolan,liquid,"['aroma-chemicals', 'cherry', 'clean', 'fixatives', 'floral', 'fresh', 'grapefruit', 'green', 'indolic', 'ingredients-for-perfumery', 'lily', 'liquids', 'magnolia', 'molecules', 'narcissus', 'paeony', 'peony', 'petal', 'radiant', 'soft', 'sweet']",['27606-09-3'],,,"['2,4-dimethyl-4,4a,5,9b-tetrahydroindeno[1,2-d][1,3]dioxine', '2,4-dimethyl tetrahydroindenodioxine']",Symrise
heliotropine-diethyl-acetal,https://pellwall.com/products/heliotropine-diethyl-acetal,Heliotropine Diethyl Acetal,liquid,"['almond', 'ambery', 'anise', 'aroma-chemicals', 'balsamic', 'floral', 'green', 'hawthorn', 'heliotrope', 'ingredients-for-perfumery', 'liquids', 'molecules', 'spicy', 'sweet']",['40527-42-2'],,,"['5-(diethoxymethyl)-1,3-benzodioxole', 'Heliotropin Diethyl Acetal;\xa0heliotropin DEA;\xa0piperonyl diethyl acetal']",Synarome / Nactis
petitgrain-oil-paraguay,https://pellwall.com/products/petitgrain-oil-paraguay,"Petitgrain Oil, Paraguay",liquid,"['bitter', 'citrus', 'clean', 'essential-oils', 'fixatives', 'floral', 'fresh', 'green', 'heavy', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'orange-flower', 'out-of-stock', 'perfume-like', 'rich', 'sweet', 'woody', 'zanos-collaboration']",['8014-17-3'],,,"['Citrus aurantium', 'petitgrain bigarade', 'citrus aurantium amara leaf/twig oil']",Payan Bertrand
cuir-17500,https://pellwall.com/products/cuir-17500,Cuir 17500,liquid,"['animalic', 'aroma-chemicals', 'blends-and-bases', 'fixatives', 'floral', 'ingredients-for-perfumery', 'leather', 'liquids', 'natural', 'radiant', 'suede', 'sweet', 'warm', 'woody']",[],,,[],Synarome
tonalid,https://pellwall.com/products/tonalid,Tonalid,solid,"['amber', 'aroma-chemicals', 'clean', 'dry', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'molecules', 'musk', 'musks', 'powdery', 'solids', 'sweet']",['21145-77-7'],"['musk', 'sweet', 'amber', 'clean', 'powdery', 'dry', 'fruit']",,"['Fixolide', 'acetyl hexamethyl indan', 'ganolide', 'musk indane', 'phantolid', 'Tonalide']",
geranyl-acetate,https://pellwall.com/products/geranyl-acetate,Geranyl acetate,liquid,"['aroma-chemicals', 'floral', 'fruity', 'green', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'rose', 'sweet']",['105-87-3'],,,"['[(2E)-3,7-dimethylocta-2,6-dienyl] acetate']",
rose-absolute-10,https://pellwall.com/products/rose-absolute-10,Rose Absolute 10%,liquid,"['absolutes', 'animalic', 'complex', 'floral', 'fresh', 'green', 'honey', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'radiant', 'resinous', 'rose', 'spicy', 'warm']",['8007-01-0'],,DPG to form a 10% solution of rose absolute,['Rosa damascena extract'],Dilution by Pell Wall
caramel-furanone-0-1,https://pellwall.com/products/caramel-furanone-0-1,Caramel Furanone 0.1%,liquid,"['aroma-chemicals', 'burnt', 'burnt-sugar', 'caramel', 'celery', 'coffee', 'earthy', 'fenugreek', 'fruity', 'green', 'halloween', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'maple', 'meaty', 'molecules', 'nutty', 'seedy', 'smoky', 'sweet', 'tobacco', 'toffee', 'wine-like']","['28664-35-9', '87021-36-1']",,,"['4,5-dimethyl-3-hydroxy-2,5-dihydrofuran-2-one', 'fenugreek lactone', 'sotolone', 'sugar lactone']",
jasmine-accord,https://pellwall.com/products/jasmine-accord,Jasmine Accord,liquid,"['aroma-chemicals', 'blends-and-bases', 'floral', 'fresh', 'indolic', 'ingredients-for-perfumery', 'jasmine', 'liquids', 'natural', 'pell-wall-specialities', 'radiant', 'sweet']",[],,,[],
guaiacol,https://pellwall.com/products/guaiacol,Guaiacol,liquid,"['floral', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'natural-isolates', 'oily', 'phenolic', 'smoky', 'soft', 'vanilla', 'warm', 'woody']",['90-05-1'],"['warm', 'smoky', 'vanilla', 'phenolic', 'soft', 'woody']",,['ortho-Methoxyphenol'],
benzaldehyde,https://pellwall.com/products/benzaldehyde,Benzaldehyde,liquid,"['almond', 'aroma-chemicals', 'bitter-almond', 'cherry', 'floral', 'ingredients-for-perfumery', 'liquids', 'marzipan', 'molecules', 'sharp', 'sweet']",['100-52-7'],"['sharp', 'sweet', 'bitter-almond', 'cherry']",,"['benzene carbonal', 'benzoic aldehyde', 'bitter almond oil;\xa0phenyl methanal']",
bht-anti-oxidant,https://pellwall.com/products/bht-anti-oxidant,BHT - anti-oxidant,solid,"['antioxidant', 'aroma-chemicals', 'camphoraceous', 'ingredients-for-perfumery', 'molecules', 'phenolic', 'solids', 'solvents-amp-additives']",['128-37-0'],,,['Butylated Hydroxy Toluene'],
styrallyl-acetate,https://pellwall.com/products/styrallyl-acetate,Styrallyl Acetate,liquid,"['aroma-chemicals', 'dry', 'fresh', 'fruity', 'gardenia', 'green', 'ingredients-for-perfumery', 'leafy', 'liquids', 'metallic', 'molecules', 'musty', 'rhubarb']","['93-92-5', '1335-75-7']",,,['Gardenol'],
piconia,https://pellwall.com/products/piconia,Piconia,liquid,"['amber', 'aroma-chemicals', 'dry', 'earthy', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'patchouli', 'tobacco', 'vetiver', 'warm', 'woody']",['23787-90-8'],"['warm-woody', 'dry-vetiver', 'earthy-patchouli', 'tobacco', 'amber']",,"['2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undecan-5-one', 'Ecotone 101', 'Isolongifolanone', 'Isolongifolene ketone', 'ketone patchouli', 'Valanone']",IFF
citral,https://pellwall.com/products/citral,Citral,liquid,"['aroma-chemicals', 'fresh', 'ingredients-for-perfumery', 'lemon', 'lemon-sherbet', 'liquids', 'molecules', 'sharp', 'sweet']",['5392-40-5'],"['lemon', 'sharp', 'sweet', 'lemon-sherbet', 'fresh']",,"['Geranial', 'neral']",
sandalwood-blend,https://pellwall.com/products/sandalwood-blend,Sandalwood Blend,liquid,"['aroma-chemicals', 'blends-and-bases', 'creamy', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'pell-wall-specialities', 'rich', 'sandalwood', 'woody']",[],,,[],
neroli-synthetic,https://pellwall.com/products/neroli-synthetic,"Neroli, Synthetic",liquid,"['blends-and-bases', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'liquids', 'neroli', 'orange-blossom', 'refreshing', 'sweet']",[],,,['Citrus aurantium synthetic blend'],
maple-lactone-crystals,https://pellwall.com/products/maple-lactone-crystals,Maple Lactone crystals,solid,"['aroma-chemicals', 'bready', 'caramel', 'coffee', 'curry', 'high-impact-materials', 'ingredients-for-perfumery', 'maple', 'molecules', 'solids', 'sugar', 'sweet', 'woody']",['765-70-8'],,,"['3-methylcyclopentane-1,2-dione', 'Cyclotene', 'kentonarome', 'methyl cyclopentenolone']",
evernyl-10-tec,https://pellwall.com/products/evernyl-10-tec,Evernyl 10% TEC,liquid,"['aroma-chemicals', 'earthy', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'mossy', 'oakmoss', 'phenolic', 'woody']",['4707-47-5'],,TEC to form a 10% solution of Evernyl,"['mehyl atratate', 'methyl 2,4-dihydroxy-3,6-dimethylbenzoate', 'veramoss', 'verymoss']",IFF
gamma-octalactone,https://pellwall.com/products/gamma-octalactone,gamma-Octalactone,liquid,"['aroma-chemicals', 'coconut', 'coumarin', 'creamy', 'ingredients-for-perfumery', 'liquids', 'milky', 'molecules', 'rich', 'sweet', 'waxy']","['104-50-7', '57084-15-8']",,,"['gamma-n-But yl-gamma-butyrolactone', 'Caprylolactone', 'g-octalactone', '4-octanolide']",
hydroxyambran,https://pellwall.com/products/hydroxyambran,Hydroxyambran,solid,"['amber', 'aroma-chemicals', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'radiant', 'rich', 'solids', 'woody']",['118562-73-5'],['woody-amber'],50% in IPM,"['ambranextra', 'cyclododecylpropanol']",
theaspirane-10,https://pellwall.com/products/theaspirane-10,Theaspirane 10%,liquid,"['aroma-chemicals', 'berry', 'fresh', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'sharp', 'tea', 'tobacco', 'wet', 'woody']",['36431-72-8'],"['fresh', 'tea-like', 'tobacco', 'woody', 'fruity-berry']",TEC to give a 10% solution of Theaspirane,['Spiroxide'],
isoraldeine-95,https://pellwall.com/products/isoraldeine-95,Isoraldeine 95,liquid,"['aroma-chemicals', 'floral', 'ingredients-for-perfumery', 'liquids', 'molecules', 'orris', 'powdery', 'radiant', 'violet', 'woody']",['1335-46-2'],,,"['iso-Methyl-alpha-ionone', 'gamma-Methyl ionone', 'n-methyl ionone']",Givaudan
violet-leaf-absolute-10,https://pellwall.com/products/violet-leaf-absolute-10,Violet Leaf Absolute 10%,liquid,"['absolutes', 'floral', 'green', 'ingredients-for-perfumery', 'leafy', 'liquids', 'natural', 'natural-ingredients-for-perfumery', 'violet']",['8024-08-6'],"['green-leafy', 'floral-violet']",- TEC to give a 10% solution of violet leaf absolute,['Viola odorata'],
ethyl-safranate,https://pellwall.com/products/ethyl-safranate,Ethyl Safranate,liquid,"['apple', 'aroma-chemicals', 'berry', 'cider', 'damascone', 'damascone-like', 'floral', 'fruity', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rich', 'rose', 'saffron', 'spicy', 'sweet', 'warm', 'woody']",['35044-59-8'],"['floral-rose herbal', 'damascone-like,\xa0spicy-saffron', 'fruity-apple', 'rose', 'woody']",,"['Damascenone Cyclogeranate;\xa0ethyl 2,6,6-trimethylcyclohexa-1,3-diene-1-carboxylate', 'ethyl damascate', 'ethyl rosate', 'oriental ester']",Givaudan
clary-sage-absolute-20,https://pellwall.com/products/clary-sage-absolute-20,Clary Sage Absolute 20%,liquid,"['absolutes', 'amber', 'ambergris', 'balsamic', 'bitter-sweet', 'chamomile', 'cistus', 'deep-green', 'fixatives', 'fruity', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'linalool', 'liquids', 'mossy', 'natural-ingredients-for-perfumery', 'oakmoss', 'spicy', 'sweet', 'tea', 'tobacco', 'woody']",['8016-63-5'],"['herbaceous-mossy', 'oakmoss', 'amber', 'deep-green', 'tobacco', 'balsamic', 'spicy']",MMB to form a 20% solution of Clary Sage Absolute,"['Clary Abs;\xa0Salvia sclarea l.', 'Sage (Clary) Absolute']","Payan Bertrand, dilution by Pell Wall"
bicyclononalactone,https://pellwall.com/products/bicyclononalactone,Bicyclononalactone,liquid,"['almond', 'aroma-chemicals', 'coconut', 'coumarin', 'hay', 'ingredients-for-perfumery', 'liquids', 'molecules', 'sweet', 'tonka', 'tonka-bean', 'vanilla']",['4430-31-3'],,,"['3,4,4a,5,6,7,8,8a-octahydrochromen-2-one', '2-oxa-bicyclo(4.4.0)decan-3-one;\xa0cyclo hexyl lactone;\xa0octahydrocoumarin;\xa0octahydrochromen-2-one']",IFF
oakmoss-absolute-10,https://pellwall.com/products/oakmoss-absolute-10,Oakmoss Absolute 10%,solid,"['absolutes', 'balsamic', 'dry', 'earthy', 'fixatives', 'green', 'hay', 'herbal', 'humus', 'ingredients-for-perfumery', 'mossy', 'natural-ingredients-for-perfumery', 'seaweed', 'solids', 'tobacco', 'woody', 'zanos-collaboration']",['9000-50-4'],"['green', 'woody', 'mossy', 'earthy', 'seaweed', 'tobacco-like']",Ethanol to form a 10% solution of Oakmoss Absolute,['Evernia prunastri Ach.'],Payan Bertrand
methyl-anthranilate,https://pellwall.com/products/methyl-anthranilate,Methyl anthranilate,solid,"['aroma-chemicals', 'dry', 'floral', 'grape', 'ingredients-for-perfumery', 'molecules', 'neroli', 'orange-blossom', 'solids', 'sweet']",['134-20-3'],"['dry', 'floral-neroli', 'grapes', 'orangeblossom']",DPG 50%,"['methyl 2-aminobenzoate', 'Methyl-anthranylate']",
ethyl-linalool,https://pellwall.com/products/ethyl-linalool,Ethyl linalool,liquid,"['aroma-chemicals', 'bergamot', 'coriander', 'floral', 'fresh', 'green', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'rosewood', 'wet']",['10339-55-6'],,,['Homolinalool'],Givaudan
aurantiol,https://pellwall.com/products/aurantiol,Aurantiol,liquid,"['amber', 'aroma-chemicals', 'fixatives', 'floral', 'ingredients-for-perfumery', 'lily', 'linden-blossom', 'liquids', 'molecules', 'neroli', 'orange-blossom', 'sweet']",['89-43-0'],,,[],
rose-oxide-high-cis,https://pellwall.com/products/rose-oxide-high-cis,Rose Oxide - High Cis,liquid,"['aroma-chemicals', 'diffusive', 'floral', 'gassy', 'geranium', 'green', 'ingredients-for-perfumery', 'liquids', 'metallic', 'molecules', 'rose', 'wet']",['16409-43-1'],"['floral-rose', 'green-geranium', 'bright-clean', 'metallic', 'wet']",,"['4-methyl-2-(2-methylprop-1-enyl)oxane', 'geranium oxyde', 'rose oxide d,l', 'tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran']",
allyl-amyl-glycolate,https://pellwall.com/products/allyl-amyl-glycolate,Allyl Amyl Glycolate,liquid,"['apple', 'aroma-chemicals', 'fixatives', 'fruity', 'galbanum', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'woody']",['67634-00-8/67634-01-9'],"['fruity', 'pineapple note with aspects of apple and galbanum']",,"['allyl amyl glycolate', 'allyl amyl glycollate', 'allyl amylglycolate', 'allyl isoamyl glycolate', 'allyl isoamyl oxyacetate', 'allyl isoamyloxy acetate', 'iso amyl allyl glycolate', 'galbanum glycolate']",IFF
